hu_ngram,n,count,en_word,en_pron,cost
nivaló,1,0,neil,n i l,0.5
tárǧal,1,0,tell,t ɛ l,0.8333333333333334
tárǧal + ás,2,0,tell,t ɛ l,0.875
túl + él + ő,3,0,tell,t ɛ l,0.8333333333333334
ultra,1,0,put,p ʊ t,0.8
ejiŋk,1,0,inc,ɪ ŋ k,0.4
ogat + ás,2,0,ought,ɔ t,0.6666666666666666
zölčég,1,0,bolt,b oʊ l t,0.775
ébreʃt,1,0,best,b ɛ s t,0.3333333333333333
érdekl,1,0,deck,d ɛ k,0.5
érdekl + őd,2,0,dead,d ɛ d,0.625
őd + ni,2,0,d,d i,0.5
čő,1,0,sh,ʃ,0.75
el + fok,2,0,elf,ɛ l f,0.4
el + olvas,2,0,lol,l ɔ l,0.5714285714285714
el + tör,2,0,l,ɛ l,0.6
el + vég,2,0,l,ɛ l,0.6
fordul + ɦat,2,0,fault,f ɔ l t,0.5555555555555556
fojosó,1,0,for,f ɔ ɹ,0.8333333333333334
lat + ot,2,0,taught,t ɔ t,0.4
hitel,1,0,tell,t ɛ l,0.4
jav + as + lat,3,0,vault,v ɔ l t,0.75
as + lat,2,0,lot,l ɑ t,0.8
vá,1,0,of,ʌ v,1.0
kij + ad,2,0,kid,k ɪ d,0.4
kij + ad + váɲ,3,0,kid,k ɪ d,0.625
ad + váɲ,2,0,dave,d eɪ v,0.8
kir,1,0,key,k i,0.3333333333333333
áj,1,0,you,j u,1.0
ít + ás + t,3,0,shit,ʃ ɪ t,0.8
kötel + es,2,0,tell,t ɛ l,0.5714285714285714
köt + i,2,0,coat,k oʊ t,0.3
es + eB + en,3,0,n,ɛ n,0.6666666666666666
lin,1,0,lean,l i n,0.0
tos,1,0,talk,t ɔ k,0.6666666666666666
meg + marad,2,0,med,m ɛ d,0.625
mek + ʃüntet,2,0,meant,m ɛ n t,0.5555555555555556
mek + ʃüntet + és,3,0,meant,m ɛ n t,0.6363636363636364
ʃüntet,1,0,set,s ɛ t,0.5
ʃüntet + és,2,0,set,s ɛ t,0.625
mek + tart,2,0,met,m ɛ t,0.5714285714285714
mód + ot,2,0,daughter,d ɔ t ɝ,0.6
ál + ija,2,0,lee,l i,0.6
ʃabáj + aji,2,0,be,b i,0.75
aji + ról,2,0,ill,ɪ l,0.6666666666666666
ʃakít,1,0,asked,æ s k t,0.6
ʃakít + oT,2,0,saw,s ɔ,0.7142857142857143
ʃar + vas,2,0,save,s eɪ v,0.8333333333333334
ʃav + az + at,3,0,serves,s ɝ v z,0.7142857142857143
az + at,2,0,to,t u,1.0
ʃerv + eʃ,2,0,'s,ɛ s,0.6666666666666666
sürg,1,0,sh,ʃ,0.75
taŋ,1,0,tongue,t ʌ ŋ,0.6666666666666666
taŋ + köɲv,2,0,cove,k oʊ v,0.6
teJes + ít,2,0,test,t ɛ s t,0.7142857142857143
teJes + ít + eT,3,0,test,t ɛ s t,0.7777777777777778
tov + áB,2,0,talk,t ɔ k,0.8
ag + ban,2,0,been,b ɪ n,0.8
világ + á,2,0,v,v i,0.6666666666666666
viz + ek,2,0,vic,v ɪ k,0.4
ég + eT,2,0,eh,ɛ,0.75
ít + eTé,2,0,tell,t ɛ l,0.8
ít + eTé + k,3,0,tech,t ɛ k,0.5
eTé,1,0,eh,ɛ,0.6666666666666666
eTé + k,2,0,check,tʃ ɛ k,0.75
üǧnök + ség,2,0,joke,dʒ oʊ k,0.65
be + rend,2,0,bend,b ɛ n d,0.3333333333333333
be + rend + ez,3,0,ends,ɛ n d z,0.5
civ,1,0,see,s i,0.6
civ + il,2,0,tv,t i v i,0.42857142857142855
civ + il + iz,3,0,tv,t i v i,0.5555555555555556
il + iz,2,0,liz,l ɪ z,0.25
iz + ác,2,0,it's,ɪ t s,0.5
iz + ác + ijó,3,0,it's,ɪ t s,0.6666666666666666
ok + ʃid,2,0,kid,k ɪ d,0.4
ʃid,1,0,seed,s i d,0.0
el + kerül,2,0,l,ɛ l,0.7142857142857143
elnök + ség,2,0,l,ɛ l,0.75
es + nek,2,0,neck,n ɛ k,0.4
ök + et,2,0,kept,k ɛ p t,0.5
őd + és + e,3,0,death,d ɛ θ,0.8
t + á,2,0,to,t u,1.0
t + á + n,3,0,turn,t ɝ n,0.6666666666666666
férj + é,2,0,few,f j u,0.8
ől + eg,2,0,let,l ɛ t,0.75
ől + eg + es,3,0,flesh,f l ɛ ʃ,0.6666666666666666
tál + t,2,0,tilt,t ɪ l t,0.5
t + ad,2,0,tied,t aɪ d,0.6666666666666666
gond + os,2,0,and,ʌ n d,0.8333333333333334
gond + os + kod,3,0,called,k ɔ l d,0.7777777777777778
os + kod,2,0,called,k ɔ l d,0.6
ǧermek + eji,2,0,gem,dʒ ɛ m,0.6666666666666666
ǧűjt,1,0,yet,j ɛ t,0.75
ǧűjt + öT,2,0,joe,dʒ oʊ,0.7000000000000001
hel,1,0,hell,h ɛ l,0.0
hel + ik,2,0,hell,h ɛ l,0.4
hel + ik + op,3,0,help,h ɛ l p,0.42857142857142855
ik + op,2,0,corp,k ɔ ɹ p,0.5
ik + op + ter,3,0,it,ɪ t,0.7142857142857143
op + ter,2,0,ought,ɔ t,0.6
holt,1,0,halt,h ɔ l t,0.0
mér + ő,2,0,mm,m,0.75
ig + en,2,0,in,ɪ n,0.5
iǧekez,1,0,is,ɪ z,0.6666666666666666
jelen + lét,2,0,lent,l ɛ n t,0.5
jel + eʃ,2,0,ls,ɛ l ɛ s,0.2
kamerá,1,0,come,k ʌ m,0.8333333333333334
őd + ő,2,0,do,d u,1.0
köt + őd,2,0,code,k oʊ d,0.44000000000000006
lovag,1,0,law,l ɔ,0.6
maǧ + ar + áʃ,3,0,miss,m ɪ s,0.8571428571428571
ar + áʃ,2,0,so,s oʊ,1.0
határ + oz + ás,3,0,halls,h ɔ l z,0.7777777777777778
mezőɲ,1,0,men's,m ɛ n z,0.6
nal,1,0,nail,n eɪ l,0.6666666666666666
pali,1,0,plea,p l i,0.25
vér + em,2,0,m,ɛ m,0.6
ob,1,0,aw,ɔ,0.5
ob + jek,2,0,beck,b ɛ k,0.4
jek,1,0,yet,j ɛ t,0.6666666666666666
prob + lém,2,0,paul,p ɔ l,0.5714285714285714
prob + lém + áji,3,0,paul,p ɔ l,0.7
lém,1,0,mm,m,0.6666666666666666
lém + áji,2,0,me,m i,0.6666666666666666
áji,1,0,ye,j i,0.3333333333333333
prog + ram + oz,3,0,pause,p ɔ z,0.6666666666666666
ram + oz,2,0,more,m ɔ ɹ,0.8
röv,1,0,over,oʊ v ɝ,0.7333333333333334
pe,1,0,pair,p ɛ ɹ,0.5
ʃerv + ez + és,3,0,says,s ɛ z,0.625
ez + és + é,3,0,says,s ɛ z,0.8
és + é + ben,3,0,ben,b ɛ n,0.5
ʃurkol,1,0,call,k ɔ l,0.5
ʃék + ej,2,0,scare,s k ɛ ɹ,0.6
az + nak,2,0,zone,z oʊ n,0.8
teremt,1,0,m,ɛ m,0.6666666666666666
terɦ + es + ség,3,0,tell,t ɛ l,0.8888888888888888
tömör,1,0,mo,m oʊ,0.64
utal + ás,2,0,put,p ʊ t,0.8333333333333334
vačorá,1,0,shaw,ʃ ɔ,0.75
ver + t,2,0,vet,v ɛ t,0.25
vág + ó,2,0,of,ʌ v,1.0
vál + ás,2,0,sh,ʃ,0.8
vásár,1,0,sh,ʃ,0.8
át + ve,2,0,tell,t ɛ l,0.75
üŋg,1,0,ing,ɪ ŋ,1.0
üŋg + ben,2,0,ben,b ɛ n,0.5
ez + d,2,0,ed,ɛ d,0.3333333333333333
t + ük,2,0,take,t eɪ k,0.6666666666666666
éʃre,1,0,said,s ɛ d,0.75
éʃre + ve,2,0,ev,ɛ v,0.6666666666666666
ír + ó + k,3,0,co,k oʊ,1.0
baz,1,0,boys,b ɔɪ z,0.6666666666666666
dik,1,0,dick,d ɪ k,0.0
doɦáɲz,1,0,dogs',d ɔ g z,0.6666666666666666
el + ismer + és,3,0,mesh,m ɛ ʃ,0.6666666666666666
ismer + és,2,0,mesh,m ɛ ʃ,0.5714285714285714
em + lék,2,0,m,ɛ m,0.6
em + lék + ez,3,0,m,ɛ m,0.7142857142857143
lék,1,0,like,l aɪ k,0.6666666666666666
lék + ez,2,0,legs,l ɛ g z,0.6
lék + ez + et,3,0,let,l ɛ t,0.5714285714285714
ez + et + es,3,0,et,ɛ t,0.6666666666666666
fel + áLít,2,0,felt,f ɛ l t,0.42857142857142855
fran + cijá,2,0,fantasy,f æ n t ʌ s i,0.7
cijá,1,0,see,s i,0.6666666666666666
cijá + k,2,0,sick,s ɪ k,0.5714285714285714
ga,1,0,a,ʌ,1.5
háʃ + tart,2,0,state,s t eɪ t,0.7142857142857143
háʃ + tart + ás,3,0,state,s t eɪ t,0.7777777777777778
tart + ás,2,0,taught,t ɔ t,0.8333333333333334
tart + ás + i,3,0,she,ʃ i,0.7142857142857143
hüjé,1,0,hugh,h j u,0.75
tet + té,2,0,test,t ɛ s t,0.6
tet + té + k,3,0,tech,t ɛ k,0.5
oT + uŋk,2,0,long,l ɔ ŋ,0.8
kever,1,0,ev,ɛ v,0.6
ki + fizet,2,0,effect,ɪ f ɛ k t,0.5714285714285714
ki + mond,2,0,kid,k ɪ d,0.5
kárťá,1,0,coach,k oʊ tʃ,0.8
os + ság + ot,3,0,short,ʃ ɔ ɹ t,0.7142857142857143
mek + fordul,2,0,full,f ʊ l,0.6666666666666666
meg + ɲuk,2,0,mu,m u,0.6666666666666666
ɲuk,1,0,look,l ʊ k,0.6666666666666666
ɲuk + tat,2,0,looked,l ʊ k t,0.6666666666666666
muŋka + ɦej,2,0,monk,m ʌ ŋ k,0.75
já + nak,2,0,unique,j u n i k,0.8
más + od,2,0,mod,m ɔ d,0.4
ik + ál,2,0,ill,ɪ l,0.5
rém,1,0,mm,m,0.6666666666666666
ʃekréɲ,1,0,sec,s ɛ k,0.5
tör + tén + éʃ,3,0,tone,t oʊ n,0.65
tén + éʃ,2,0,tense,t ɛ n s,0.6
ʃín + ű + ség,3,0,seen,s i n,0.8571428571428571
ű + ség,2,0,sh,ʃ,0.75
ve + ɦet,2,0,vet,v ɛ t,0.4
ő + jé,2,0,you,j u,1.0
jé + nek,2,0,neck,n ɛ k,0.4
védelm + é,2,0,del,d ɛ l,0.5714285714285714
er + ek,2,0,check,tʃ ɛ k,0.75
itek,1,0,tech,t ɛ k,0.25
ítél,1,0,tell,t ɛ l,0.75
ítél + t,2,0,tilt,t ɪ l t,0.6
ablak + ok,2,0,black,b l æ k,0.7142857142857143
borít,1,0,bot,b ɔ t,0.4
borít + ó,2,0,bot,b ɔ t,0.5
boƩú,1,0,ball,b ɔ l,0.75
aN,1,0,a,ʌ,1.5
i + z + ni,3,0,easy,i z i,0.25
őrz + ő,2,0,is,ɪ z,1.0
eŋged + ni,2,0,any,ɛ n i,0.5714285714285714
foǧaʃt,1,0,forced,f ɔ ɹ s t,0.5
forg,1,0,for,f ɔ ɹ,0.75
forg + at,2,0,fought,f ɔ t,0.5
ǧöɲǧ,1,0,joe,dʒ oʊ,0.55
kerül + ɦet,2,0,let,l ɛ t,0.625
kezel + és + é,3,0,l,ɛ l,0.75
fej + leʃt + eT,3,0,felt,f ɛ l t,0.5555555555555556
leʃt + eT,2,0,lest,l ɛ s t,0.3333333333333333
fin,1,0,finn,f ɪ n,0.0
ko,1,0,call,k ɔ l,0.5
mik + us,2,0,mc,m ɪ k,0.4
ít + ik,2,0,tick,t ɪ k,0.25
be + ʃerz,2,0,says,s ɛ z,0.5
ʃerz + és,2,0,says,s ɛ z,0.5
luc,1,0,loose,l u s,0.4
lát + ogat + ás,3,0,taught,t ɔ t,0.6666666666666666
magas + ság,2,0,mm,m,0.875
meg + akadáj,2,0,med,m ɛ d,0.6666666666666666
meg + akadáj + oz,3,0,med,m ɛ d,0.7272727272727273
akadáj,1,0,could,k ʊ d,0.8333333333333334
akadáj + oz,2,0,kids,k ɪ d z,0.75
mek + hív + ás,3,0,mesh,m ɛ ʃ,0.625
hív + ás,2,0,have,h æ v,0.8
meg + ment,2,0,meant,m ɛ n t,0.42857142857142855
ment + et,2,0,meant,m ɛ n t,0.3333333333333333
ment + et + t,3,0,meant,m ɛ n t,0.42857142857142855
meg + válaʃt,2,0,messed,m ɛ s t,0.5555555555555556
ɲak,1,0,co,k oʊ,1.0
lánc,1,0,let's,l ɛ t s,0.6666666666666666
nép + es,2,0,pressure,p ɹ ɛ ʃ ɝ,0.8
néʃ + t + e,3,0,instead,ɪ n s t ɛ d,0.6
ón,1,0,in,ɪ n,1.0
ón + ija,2,0,knee,n i,0.6
rak + oT,2,0,call,k ɔ l,0.8
skóc,1,0,acts,æ k t s,0.6666666666666666
süt + ő,2,0,shit,ʃ ɪ t,0.75
jé + re,2,0,yet,j ɛ t,0.75
témá + k,2,0,time,t aɪ m,0.8
ár + á,2,0,a,ʌ,1.3333333333333333
ez + em,2,0,m,ɛ m,0.5
té + k + é,3,0,take,t eɪ k,0.75
üd,1,0,do,d u,1.0
üd + vöz,2,0,dough,d oʊ,0.64
vöz,1,0,owes,oʊ z,0.39999999999999997
öJ,1,0,oh,oʊ,0.6
öJ + ük,2,0,oak,oʊ k,0.55
anti,1,0,t,t i,0.5
be + fogad,2,0,bed,b ɛ d,0.5714285714285714
belé,1,0,bell,b ɛ l,0.25
bűn + öz,2,0,knows,n oʊ z,0.44000000000000006
bűn + öz + ő,3,0,knows,n oʊ z,0.5333333333333333
dip,1,0,deep,d i p,0.0
dip + lom,2,0,deal,d i l,0.5
új + vár,2,0,you've,j u v,0.8
új + vár + os,3,0,your,j ɔ ɹ,0.8571428571428571
vár + os,2,0,von,v ɔ n,0.8
öT + üŋk,2,0,oak,oʊ k,0.64
dől,1,0,deal,d i l,0.6666666666666666
dől + t,2,0,dealt,d ɛ l t,0.5
méɲ + é,2,0,mm,m,0.75
erő + foR,2,0,f,ɛ f,0.6666666666666666
erő + foR + ás,3,0,f,ɛ f,0.75
tét + el + ek,3,0,tell,t ɛ l,0.5714285714285714
fel + ép,2,0,fell,f ɛ l,0.4
fel + ép + ít,3,0,felt,f ɛ l t,0.42857142857142855
forg + at + ó,3,0,fought,f ɔ t,0.5714285714285714
at + ó + köɲv,3,0,cove,k oʊ v,0.6
ó + köɲv,2,0,cove,k oʊ v,0.44000000000000006
foR + ad + alm,3,0,fall,f ɔ l,0.625
ad + alm,2,0,deal,d i l,0.8
fotó + z,2,0,fought,f ɔ t,0.4
om + áɲ + ok,3,0,om,ɔ m,0.6666666666666666
áɲ + ok,2,0,talk,t ɔ k,0.75
oz + zák,2,0,talk,t ɔ k,0.8
hitel + es,2,0,tell,t ɛ l,0.5714285714285714
T + ed,2,0,ed,ɛ d,0.3333333333333333
is + mer,2,0,im,ɪ m,0.6
is + mer + et,3,0,met,m ɛ t,0.5714285714285714
mer + et,2,0,met,m ɛ t,0.4
ol + t + a,3,0,all,ɔ l,0.5
thej,1,0,heh,h ɛ,0.5
ki + tart,2,0,kit,k ɪ t,0.5
kéb,1,0,cab,k æ b,0.6666666666666666
pel,1,0,l,ɛ l,0.3333333333333333
kébz + ő,2,0,cubs,k ʌ b z,0.6
kéʃ + ül + ék,3,0,click,k l ɪ k,0.7142857142857143
ül + ék,2,0,like,l aɪ k,0.75
legéɲ,1,0,let,l ɛ t,0.8
legéɲ + ség,2,0,flesh,f l ɛ ʃ,0.75
levél,1,0,level,l ɛ v ʌ l,0.4
levél + tár,2,0,let,l ɛ t,0.625
lát + ogat + ó,3,0,taught,t ɔ t,0.625
ogat + ó,2,0,ought,ɔ t,0.6
vén,1,0,van,v æ n,0.6666666666666666
meg + beʃél,2,0,bell,b ɛ l,0.625
mek + ʃáL,2,0,x,ɛ k s,0.5
uŋk + on,2,0,corn,k ɔ ɹ n,0.6
pir,1,0,p,p i,0.3333333333333333
mas,1,0,mm,m,0.6666666666666666
ʃakaʃ + á,2,0,six,s ɪ k s,0.6666666666666666
tag + oz,2,0,talk,t ɔ k,0.8
tag + oz + at,3,0,taught,t ɔ t,0.5714285714285714
et + é + nek,3,0,tech,t ɛ k,0.5
zár + ó,2,0,is,ɪ z,1.0
fog + ó,2,0,for,f ɔ ɹ,0.75
el + ni,2,0,any,ɛ n i,0.25
al + kot,2,0,law,l ɔ,0.6
al + kot + máɲ,3,0,law,l ɔ,0.75
kot + máɲ,2,0,court,k ɔ ɹ t,0.6666666666666666
ság + on,2,0,sean,ʃ ɔ n,0.4
be + fek,2,0,beck,b ɛ k,0.4
be + fek + tet,3,0,effect,ɪ f ɛ k t,0.625
fek,1,0,fuck,f ʌ k,0.6666666666666666
fek + tet,2,0,effect,ɪ f ɛ k t,0.5
fek + tet + és,3,0,effect,ɪ f ɛ k t,0.625
be + men,2,0,men,m ɛ n,0.4
be + mutat + ás,3,0,bet,b ɛ t,0.6666666666666666
mutat + ás,2,0,mu,m u,0.7142857142857143
bev,1,0,ev,ɛ v,0.3333333333333333
bev + ét,2,0,bet,b ɛ t,0.4
bev + ét + el,3,0,tell,t ɛ l,0.5714285714285714
ék + ok,2,0,cork,k ɔ ɹ k,0.5
her,1,0,heh,h ɛ,0.3333333333333333
ciklus,1,0,sick,s ɪ k,0.625
ʃter,1,0,step,s t ɛ p,0.5
dom + in,2,0,mean,m i n,0.4
el + eŋged,2,0,lead,l ɛ d,0.5714285714285714
eL + eŋ,2,0,ng,ɛ ŋ,0.5
eL + eŋ + kez,3,0,cares,k ɛ ɹ z,0.7142857142857143
eŋ + kez,2,0,cares,k ɛ ɹ z,0.6
ek + ről,2,0,l,ɛ l,0.6
őd + és + é,3,0,dish,d ɪ ʃ,0.8
ség + é + nek,3,0,neck,n ɛ k,0.5714285714285714
fes + tméɲ,2,0,m,ɛ m,0.7142857142857143
tméɲ,1,0,time,t aɪ m,0.75
ǧárt + ás,2,0,josh,dʒ ɑ ʃ,0.8333333333333334
ǧümölč,1,0,mole,m oʊ l,0.65
hátra,1,0,hit,h ɪ t,0.8
iráɲ + ú,2,0,e,i,0.8
jog + aji,2,0,ye,j i,0.6666666666666666
aji + t,2,0,it,ɪ t,0.5
ke,1,0,care,k ɛ ɹ,0.5
ek + től,2,0,l,ɛ l,0.6
os + ság + i,3,0,she,ʃ i,0.6666666666666666
és + sel,2,0,shell,ʃ ɛ l,0.4
mačká,1,0,make,m eɪ k,0.8571428571428571
eR,1,0,eh,ɛ,0.5
meg + ad,2,0,med,m ɛ d,0.4
tat + t,2,0,taught,t ɔ t,0.75
tat + t + a,3,0,taught,t ɔ t,0.8
polgár + ok,2,0,paul,p ɔ l,0.625
prod + uc,2,0,puts,p ʊ t s,0.5
uc,1,0,puts,p ʊ t s,0.5
repül + és,2,0,l,ɛ l,0.7142857142857143
ré,1,0,a,ʌ,1.5
sim,1,0,she,ʃ i,0.3333333333333333
bol,1,0,ball,b ɔ l,0.0
tat + ás + t,3,0,shit,ʃ ɪ t,0.8333333333333334
áč + ok,2,0,talk,t ɔ k,0.5
ut + as + ít,3,0,pushed,p ʊ ʃ t,0.6666666666666666
as + ít,2,0,shit,ʃ ɪ t,0.75
as + ít + ás,3,0,shit,ʃ ɪ t,0.8333333333333334
ž,1,0,a,ʌ,2.0
érkez + és,2,0,cares,k ɛ ɹ z,0.7142857142857143
azonos + ít,2,0,ought,ɔ t,0.75
be + jár,2,0,bed,b ɛ d,0.8
belse,1,0,bell,b ɛ l,0.4
belse + jé,2,0,bell,b ɛ l,0.5714285714285714
betű,1,0,bet,b ɛ t,0.25
ít + va,2,0,to,t u,1.0
ul + at,2,0,put,p ʊ t,0.75
bőv + ül,2,0,bill,b ɪ l,0.8
ód + ás,2,0,dish,d ɪ ʃ,0.75
čeɦ,1,0,tell,t ɛ l,0.8
at + tal,2,0,tell,t ɛ l,0.8
felʃín,1,0,else,ɛ l s,0.5
fel + te,2,0,felt,f ɛ l t,0.2
feN + áL,2,0,fair,f ɛ ɹ,0.8
em + re,2,0,m,ɛ m,0.5
fil,1,0,feel,f i l,0.0
friS + ít,2,0,feet,f i t,0.5
hej + ez + és,3,0,heads,h ɛ d z,0.7142857142857143
teL + ig + en,3,0,ten,t ɛ n,0.5714285714285714
jék,1,0,you,j u,1.0
kev + er,2,0,ev,ɛ v,0.6
kev + er + ék,3,0,ev,ɛ v,0.7142857142857143
er + ék,2,0,check,tʃ ɛ k,0.75
ak + ul + ás,3,0,cool,k u l,0.5
ul + ás,2,0,full,f ʊ l,0.75
ul + ás + á,3,0,full,f ʊ l,0.8
kil,1,0,kill,k ɪ l,0.0
kinč,1,0,kit,k ɪ t,0.5
kép + regéɲ,2,0,keep,k i p,0.875
körzet,1,0,coat,k oʊ t,0.5333333333333333
köt + és,2,0,coat,k oʊ t,0.44000000000000006
köves,1,0,cove,k oʊ v,0.44000000000000006
létre + ɦoz + ás,3,0,laws,l ɔ z,0.7
ɦoz + ás,2,0,laws,l ɔ z,0.8
meg + ɲit,2,0,meet,m i t,0.5
mek + te,2,0,met,m ɛ t,0.4
mek + te + T,3,0,met,m ɛ t,0.5
mondat,1,0,mod,m ɔ d,0.5
mond + ás,2,0,mod,m ɔ d,0.5
muŋ,1,0,mu,m u,0.3333333333333333
muŋ + kál,2,0,monk,m ʌ ŋ k,0.6666666666666666
kál,1,0,call,k ɔ l,0.6666666666666666
at + koz + at,3,0,taught,t ɔ t,0.5714285714285714
koz + at,2,0,court,k ɔ ɹ t,0.6
néť,1,0,inch,ɪ n tʃ,0.6666666666666666
oR,1,0,aw,ɔ,0.5
es + e,2,0,share,ʃ ɛ ɹ,0.6666666666666666
réʃ + es + ül,3,0,sell,s ɛ l,0.5714285714285714
es + ül + t,3,0,l,ɛ l,0.6
svéd + or,2,0,shaw,ʃ ɔ,0.6666666666666666
svéd + or + ʃág,3,0,dos,d ɔ s,0.6666666666666666
et + és + e,3,0,et,ɛ t,0.6
ʃőɲeg,1,0,said,s ɛ d,0.8
teɦer,1,0,tell,t ɛ l,0.8
teɦer + autó,2,0,to,t u,0.7777777777777778
terep,1,0,step,s t ɛ p,0.6
et + ek + et,3,0,text,t ɛ k s t,0.5
trend,1,0,tend,t ɛ n d,0.2
an + on,2,0,known,n oʊ n,0.75
téved,1,0,ted,t ɛ d,0.4
uj,1,0,ou,u,0.5
vonat,1,0,von,v ɔ n,0.4
vív,1,0,of,ʌ v,1.0
zár + ni,2,0,z,z i,0.6
ed + et,2,0,debt,d ɛ t,0.25
öƩe + köt,2,0,coat,k oʊ t,0.5333333333333333
köt + ő,2,0,coat,k oʊ t,0.3
üNep + ek,2,0,epic,ɛ p ɪ k,0.6666666666666666
aG + ód,2,0,do,d u,1.0
ore,1,0,eh,ɛ,0.6666666666666666
bat,1,0,but,b ʌ t,0.6666666666666666
be + av,2,0,ev,ɛ v,0.5
be + av + at,3,0,bet,b ɛ t,0.5
av,1,0,of,ʌ v,1.0
av + at,2,0,vote,v oʊ t,0.75
av + at + koz,3,0,calls,k ɔ l z,0.7142857142857143
at + koz + ás,3,0,calls,k ɔ l z,0.7142857142857143
bit,1,0,bit,b ɪ t,0.0
bon,1,0,born,b ɔ ɹ n,0.3333333333333333
car,1,0,it's,ɪ t s,0.8
čík,1,0,take,t eɪ k,0.8
el + ad + ás,3,0,held,h ɛ l d,0.6666666666666666
ad + ás + ra,3,0,dish,d ɪ ʃ,0.8333333333333334
ás + ra,2,0,sh,ʃ,0.75
el + lát + ás,3,0,l,ɛ l,0.7142857142857143
el + ér + ɦet,3,0,let,l ɛ t,0.5714285714285714
ér + ɦet,2,0,et,ɛ t,0.6
fe,1,0,fair,f ɛ ɹ,0.5
fel + kéʃ,2,0,else,ɛ l s,0.5
fel + kéʃ + ül,3,0,else,ɛ l s,0.625
ül + és + i,3,0,she,ʃ i,0.6
feR,1,0,fair,f ɛ ɹ,0.6666666666666666
feR + oB,2,0,for,f ɔ ɹ,0.8
fil + oz,2,0,feels,f i l z,0.2
fil + oz + óf,3,0,feels,f i l z,0.42857142857142855
oz + óf,2,0,off,ɔ f,0.5
foǧ + at,2,0,fought,f ɔ t,0.4
foǧ + at + ék,3,0,fought,f ɔ t,0.5714285714285714
at + ék,2,0,take,t eɪ k,0.75
füGöɲ,1,0,foe,f oʊ,0.64
fő + iskolá,2,0,feel,f i l,0.625
ér + ijá,2,0,e,i,0.8
graf,1,0,if,ɪ f,1.0
iskolá + s,2,0,call,k ɔ l,0.5714285714285714
jeǧz + ő,2,0,edge,ɛ dʒ,0.6
os + t,2,0,ought,ɔ t,0.3333333333333333
es + ség + é,3,0,eh,ɛ,0.8333333333333334
kísér,1,0,cash,k æ ʃ,0.8
kút,1,0,act,æ k t,0.6666666666666666
ség + ek + et,3,0,kept,k ɛ p t,0.7142857142857143
le + ír + t,3,0,let,l ɛ t,0.4
mek + fiǧel,2,0,feel,f i l,0.625
fiǧel + ő,2,0,feel,f i l,0.5
model,1,0,del,d ɛ l,0.4
is + an,2,0,in,ɪ n,0.5
növel,1,0,noel,n oʊ ɛ l,0.24
pilótá,1,0,pit,p ɪ t,0.5
rand,1,0,and,ʌ n d,0.75
cijó + k,2,0,sick,s ɪ k,0.5714285714285714
rejt + ő,2,0,et,ɛ t,0.6
rencer + é,2,0,cents,s ɛ n t s,0.6666666666666666
roml,1,0,all,ɔ l,0.5
réʃ + vétel,2,0,tell,t ɛ l,0.625
vétel,1,0,tell,t ɛ l,0.4
róm,1,0,mm,m,0.6666666666666666
sért,1,0,shit,ʃ ɪ t,0.75
koz + om,2,0,calls,k ɔ l z,0.6
ál + koz + ás,3,0,laws,l ɔ z,0.5714285714285714
teḧ + niká,2,0,technique,t ɛ k n i k,0.42857142857142855
niká,1,0,nick,n ɪ k,0.25
toL,1,0,talk,t ɔ k,0.6666666666666666
dor,1,0,d'or,d ɔ ɹ,0.6666666666666666
vaǧon,1,0,von,v ɔ n,0.4
verseɲ + ek,2,0,check,tʃ ɛ k,0.875
ked + és + e,3,0,ed,ɛ d,0.6666666666666666
von + ni,2,0,von,v ɔ n,0.4
vák,1,0,vic,v ɪ k,0.6666666666666666
ál + hat,2,0,lot,l ɑ t,0.8
et + ileg,2,0,till,t ɪ l,0.5
énekel + t,2,0,next,n ɛ k s t,0.5714285714285714
ó + já + n,3,0,yen,j ɛ n,0.75
ɲi,1,0,e,i,0.5
akarat,1,0,act,æ k t,0.8333333333333334
fok + ú,2,0,fork,f ɔ ɹ k,0.5
az + ás + t,3,0,shit,ʃ ɪ t,0.8
buk,1,0,book,b ʊ k,0.0
buk + oT,2,0,book,b ʊ k,0.4
bul,1,0,bull,b ʊ l,0.0
díʃít,1,0,dust,d ʌ s t,0.6
stej,1,0,tell,t ɛ l,0.75
stej + in,2,0,ten,t ɛ n,0.5
el + ut,2,0,l,ɛ l,0.5
el + ut + as,3,0,l,ɛ l,0.6666666666666666
as + ít + oT,3,0,shaw,ʃ ɔ,0.6666666666666666
ít + oT + a,3,0,talk,t ɔ k,0.8
emlék + ez,2,0,m,ɛ m,0.7142857142857143
tet + ő,2,0,test,t ɛ s t,0.5
ev + ol,2,0,all,ɔ l,0.5
úc,1,0,it's,ɪ t s,0.75
úc + ijó,2,0,see,s i,0.7142857142857143
fen + tart,2,0,went,w ɛ n t,0.7142857142857143
foǧaʃt + ás,2,0,forced,f ɔ ɹ s t,0.625
os + nak,2,0,talk,t ɔ k,0.8
for + dul,2,0,full,f ʊ l,0.5
dul,1,0,do,d u,0.3333333333333333
dul + at,2,0,do,d u,0.6
fraŋ,1,0,if,ɪ f,1.0
ít + ve,2,0,tell,t ɛ l,0.75
gojó,1,0,aw,ɔ,0.75
ǧermek + kor,2,0,gem,dʒ ɛ m,0.6666666666666666
harag,1,0,he,h i,1.0
hát + ter,2,0,heh,h ɛ,0.6666666666666666
idegen,1,0,den,d ɛ n,0.5
os + aji,2,0,she,ʃ i,0.6
