hu_ngram,n,en_word,en_pron,cost,count
kor + mány,2,called,k ɔ l d,3.02,29
os + abb,2,stop,s t ɑ p,3.02,29
szer + vez,2,self,s ɛ l f,3.02,28
fog + lal,2,fault,f ɔ l t,3.02,27
tisz + tel,2,built,b ɪ l t,3.02,27
á + ból,2,still,s t ɪ l,3.02,26
ány + ít,2,don't,d oʊ n t,3.02,25
ter + mész,2,tells,t ɛ l z,3.02,24
dol + kod,2,called,k ɔ l d,3.02,23
szen + ved,2,self,s ɛ l f,3.02,23
talál + t,2,told,t oʊ l d,3.02,23
fejl + őd,2,felt,f ɛ l t,3.02,22
az + ott,2,small,s m ɔ l,3.02,21
fegy + ver,2,felt,f ɛ l t,3.02,21
kör + nyez,2,cold,k oʊ l d,3.02,21
meg + bíz,2,meant,m ɛ n t,3.02,21
forg + at,2,fault,f ɔ l t,3.02,20
meg + lep,2,meant,m ɛ n t,3.02,20
é + ből,2,still,s t ɪ l,3.02,20
bír + ó,2,black,b l æ k,3.02,19
csat + lak,2,lots,l ɑ t s,3.02,19
meg + hal,2,makes,m eɪ k s,3.02,19
meg + néz,2,meant,m ɛ n t,3.02,19
ott + am,2,stop,s t ɑ p,3.02,19
új + ít,2,don't,d oʊ n t,3.02,19
ad + ott,2,small,s m ɔ l,3.02,18
pusz + tít,2,point,p ɔɪ n t,3.02,18
kerül + t,2,kent,k ɛ n t,3.02,17
meg + lát,2,meant,m ɛ n t,3.02,17
hely + szín,2,gets,g ɛ t s,3.02,16
het + ünk,2,gets,g ɛ t s,3.02,16
köz + lek,2,cold,k oʊ l d,3.02,16
len + ség,2,left,l ɛ f t,3.02,16
meg + hív,2,makes,m eɪ k s,3.02,16
meg + ért,2,meant,m ɛ n t,3.02,16
vég + é,2,votes,v oʊ t s,3.02,16
jegyz + és,2,tells,t ɛ l z,3.02,15
ad + om,2,small,s m ɔ l,3.02,14
het + nek,2,gets,g ɛ t s,3.02,14
meg + nyit,2,meant,m ɛ n t,3.02,14
ság + ú,2,shots,ʃ ɑ t s,3.02,14
talm + az,2,told,t oʊ l d,3.02,14
ó + gép,2,stop,s t ɑ p,3.02,14
jár + ó,2,yield,j i l d,3.02,13
kezd + őd,2,called,k ɔ l d,3.02,13
kör + nyék,2,cold,k oʊ l d,3.02,13
szer + kez,2,self,s ɛ l f,3.02,13
ség + ű,2,shots,ʃ ɑ t s,3.02,13
zár + t,2,don't,d oʊ n t,3.02,13
dolg + ok,2,called,k ɔ l d,3.02,12
gond + os,2,find,f aɪ n d,3.02,12
kor + szak,2,called,k ɔ l d,3.02,12
od + ott,2,small,s m ɔ l,3.02,12
pusz + tul,2,point,p ɔɪ n t,3.02,12
tart + ott,2,want,w ɑ n t,3.02,12
tec + hnol,2,tells,t ɛ l z,3.02,12
ten + ger,2,tells,t ɛ l z,3.02,12
ar + or,2,small,s m ɔ l,3.02,11
jár + t,2,don't,d oʊ n t,3.02,11
köz + vet,2,cold,k oʊ l d,3.02,11
t + é,2,twice,t w aɪ s,3.02,11
töb + bség,2,told,t oʊ l d,3.02,11
család + já,2,golf,g ɑ l f,3.02,10
dez + vény,2,dealt,d ɛ l t,3.02,10
kedv + es,2,kent,k ɛ n t,3.02,10
koz + nak,2,called,k ɔ l d,3.02,10
meg + győz,2,meant,m ɛ n t,3.02,10
mer + ked,2,meant,m ɛ n t,3.02,10
munká + s,2,think,θ ɪ ŋ k,3.02,10
tud + hat,2,puts,p ʊ t s,3.02,10
áb + ól,2,still,s t ɪ l,3.02,10
csinál + t,2,hint,h ɪ n t,3.02,9
kez + dem,2,called,k ɔ l d,3.02,9
koc + káz,2,called,k ɔ l d,3.02,9
os + od,2,small,s m ɔ l,3.02,9
osz + or,2,small,s m ɔ l,3.02,9
prod + uk,2,played,p l eɪ d,3.02,9
spany + ol,2,spot,s p ɑ t,3.02,9
szom + bat,2,salt,s ɔ l t,3.02,9
t + á,2,twice,t w aɪ s,3.02,9
tar + tóz,2,want,w ɑ n t,3.02,9
vár + t,2,don't,d oʊ n t,3.02,9
vér + é,2,votes,v oʊ t s,3.02,9
ér + és,2,flash,f l æ ʃ,3.02,9
beszél + t,2,belt,b ɛ l t,3.02,8
dol + koz,2,called,k ɔ l d,3.02,8
friss + ít,2,flip,f l ɪ p,3.02,8
gond + oz,2,find,f aɪ n d,3.02,8
hon + lap,2,hand,h æ n d,3.02,8
kez + mény,2,kent,k ɛ n t,3.02,8
kezd + és,2,called,k ɔ l d,3.02,8
kol + légá,2,called,k ɔ l d,3.02,8
kon + cen,2,can't,k æ n t,3.02,8
kon + fer,2,called,k ɔ l d,3.02,8
könyv + ek,2,cold,k oʊ l d,3.02,8
len + gyel,2,left,l ɛ f t,3.02,8
meg + nyer,2,meant,m ɛ n t,3.02,8
meg + véd,2,meant,m ɛ n t,3.02,8
merül + t,2,meant,m ɛ n t,3.02,8
or + od,2,small,s m ɔ l,3.02,8
pub + lik,2,pulled,p ʊ l d,3.02,8
szom + széd,2,six,s ɪ k s,3.02,8
tar + tom,2,want,w ɑ n t,3.02,8
tem + ber,2,tells,t ɛ l z,3.02,8
terjed + t,2,tells,t ɛ l z,3.02,8
áll + atok,2,spot,s p ɑ t,3.02,8
ít + ják,2,think,θ ɪ ŋ k,3.02,8
as + abb,2,stop,s t ɑ p,3.02,7
be + állít,2,belt,b ɛ l t,3.02,7
borít + ó,2,balls,b ɔ l z,3.02,7
cím + é,2,camp,k æ m p,3.02,7
i + as,2,stop,s t ɑ p,3.02,7
jel + kép,2,self,s ɛ l f,3.02,7
jut + hat,2,puts,p ʊ t s,3.02,7
kis + lány,2,killed,k ɪ l d,3.02,7
lelk + es,2,left,l ɛ f t,3.02,7
meg + vál,2,meant,m ɛ n t,3.02,7
meg + őrz,2,meant,m ɛ n t,3.02,7
nyom + tat,2,fault,f ɔ l t,3.02,7
stab + il,2,stop,s t ɑ p,3.02,7
szem + lél,2,self,s ɛ l f,3.02,7
tag + ság,2,takes,t eɪ k s,3.02,7
tar + tal,2,want,w ɑ n t,3.02,7
ter + net,2,tells,t ɛ l z,3.02,7
tér + ő,2,told,t oʊ l d,3.02,7
vesz + tA/,2,left,l ɛ f t,3.02,7
veszt + et,2,left,l ɛ f t,3.02,7
veszt + és,2,left,l ɛ f t,3.02,7
á + nál,2,still,s t ɪ l,3.02,7
áb + bít,2,don't,d oʊ n t,3.02,7
ág + ít,2,don't,d oʊ n t,3.02,7
é + ért,2,don't,d oʊ n t,3.02,7
ért + ő,2,that's,ð æ t s,3.02,7
ít + ész,2,still,s t ɪ l,3.02,7
ód + ás,2,flash,f l æ ʃ,3.02,7
órá + k,2,think,θ ɪ ŋ k,3.02,7
ad + tA/,2,stop,s t ɑ p,3.02,6
dorl + ás,2,dogs',d ɔ g z,3.02,6
for + mát,2,fault,f ɔ l t,3.02,6
hető + en,2,gets,g ɛ t s,3.02,6
ir + od,2,small,s m ɔ l,3.02,6
jel + mez,2,self,s ɛ l f,3.02,6
ked + vez,2,kent,k ɛ n t,3.02,6
kedv + ez,2,kent,k ɛ n t,3.02,6
kez + ünk,2,kent,k ɛ n t,3.02,6
ki + végz,2,killed,k ɪ l d,3.02,6
kol + légi,2,called,k ɔ l d,3.02,6
köz + gyűl,2,cold,k oʊ l d,3.02,6
köz + lem,2,cold,k oʊ l d,3.02,6
li + árd,2,link,l ɪ ŋ k,3.02,6
meg + fog,2,makes,m eɪ k s,3.02,6
meg + vizs,2,meant,m ɛ n t,3.02,6
meg + vás,2,meant,m ɛ n t,3.02,6
mesél + t,2,meant,m ɛ n t,3.02,6
mér + ő,2,makes,m eɪ k s,3.02,6
nyug + díj,2,pulled,p ʊ l d,3.02,6
nyug + tat,2,looks,l ʊ k s,3.02,6
tisz + tít,2,built,b ɪ l t,3.02,6
tisztá + z,2,built,b ɪ l t,3.02,6
tkez + és,2,sketch,s k ɛ tʃ,3.02,6
tály + á,2,told,t oʊ l d,3.02,6
á + ért,2,don't,d oʊ n t,3.02,6
ő + gép,2,stop,s t ɑ p,3.02,6
ő + tér,2,still,s t ɪ l,3.02,6
ű + sít,2,don't,d oʊ n t,3.02,6
ag + god,2,small,s m ɔ l,3.02,5
ag + os,2,small,s m ɔ l,3.02,5
as + od,2,small,s m ɔ l,3.02,5
asz + or,2,small,s m ɔ l,3.02,5
barát + já,2,box,b ɑ k s,3.02,5
deb + rec,2,dealt,d ɛ l t,3.02,5
far + kas,2,fox,f ɑ k s,3.02,5
feszül + t,2,felt,f ɛ l t,3.02,5
for + gal,2,fault,f ɔ l t,3.02,5
galm + as,2,golf,g ɑ l f,3.02,5
galm + az,2,golf,g ɑ l f,3.02,5
gaz + dál,2,bond,b ɑ n d,3.02,5
gál + ó,2,world,w ɝ l d,3.02,5
if + or,2,small,s m ɔ l,3.02,5
jegy + zet,2,tells,t ɛ l z,3.02,5
ked + nek,2,kent,k ɛ n t,3.02,5
kis + kun,2,think,θ ɪ ŋ k,3.02,5
kon + cep,2,can't,k æ n t,3.02,5
köz + nap,2,cold,k oʊ l d,3.02,5
közl + és,2,cold,k oʊ l d,3.02,5
le + játsz,2,left,l ɛ f t,3.02,5
le + állít,2,left,l ɛ f t,3.02,5
lel + kész,2,left,l ɛ f t,3.02,5
maz + kod,2,milk,m ɪ l k,3.02,5
moz + dul,2,called,k ɔ l d,3.02,5
mód + já,2,makes,m eɪ k s,3.02,5
nap + tár,2,want,w ɑ n t,3.02,5
nemz + et,2,tells,t ɛ l z,3.02,5
perc + ek,2,pets,p ɛ t s,3.02,5
rej + tély,2,left,l ɛ f t,3.02,5
stat + isz,2,state,s t eɪ t,3.02,5
ste + in,2,step,s t ɛ p,3.02,5
szar + vas,2,soft,s ɑ f t,3.02,5
szur + kol,2,sink,s ɪ ŋ k,3.02,5
száj + á,2,still,s t ɪ l,3.02,5
tar + tály,2,want,w ɑ n t,3.02,5
ten + gely,2,tells,t ɛ l z,3.02,5
ter + mék,2,tells,t ɛ l z,3.02,5
terh + es,2,tells,t ɛ l z,3.02,5
tiszt + es,2,built,b ɪ l t,3.02,5
vas + tag,2,want,w ɑ n t,3.02,5
világ + á,2,killed,k ɪ l d,3.02,5
vág + ó,2,votes,v oʊ t s,3.02,5
zöld + ség,2,told,t oʊ l d,3.02,5
ápol + ás,2,small,s m ɔ l,3.02,5
édes + any,2,flesh,f l ɛ ʃ,3.02,5
ad + tam,2,stop,s t ɑ p,3.02,4
ak + kor,2,small,s m ɔ l,3.02,4
doh + ányz,2,dogs',d ɔ g z,3.02,4
dol + goz,2,called,k ɔ l d,3.02,4
fejl + ett,2,felt,f ɛ l t,3.02,4
fekv + és,2,sex,s ɛ k s,3.02,4
grat + ul,2,spot,s p ɑ t,3.02,4
gyen + gül,2,jets,dʒ ɛ t s,3.02,4
gép + é,2,types,t aɪ p s,3.02,4
hely + ség,2,held,h ɛ l d,3.02,4
il + lusz,2,place,p l eɪ s,3.02,4
jek + tum,2,left,l ɛ f t,3.02,4
kci + on,2,click,k l ɪ k,3.02,4
kezd + et,2,called,k ɔ l d,3.02,4
kezd + ett,2,called,k ɔ l d,3.02,4
ki + vált,2,killed,k ɪ l d,3.02,4
kor + szer,2,called,k ɔ l d,3.02,4
korá + bbi,2,called,k ɔ l d,3.02,4
könyv + et,2,cold,k oʊ l d,3.02,4
köz + ben,2,cold,k oʊ l d,3.02,4
lok + zat,2,calls,k ɔ l z,3.02,4
meg + hoz,2,makes,m eɪ k s,3.02,4
meg + nyug,2,meant,m ɛ n t,3.02,4
meg + ver,2,meant,m ɛ n t,3.02,4
meg + vár,2,meant,m ɛ n t,3.02,4
mos + tan,2,meant,m ɛ n t,3.02,4
mun + kál,2,think,θ ɪ ŋ k,3.02,4
munká + k,2,think,θ ɪ ŋ k,3.02,4
nap + fény,2,golf,g ɑ l f,3.02,4
nap + süt,2,cops,k ɑ p s,3.02,4
nyer + tes,2,left,l ɛ f t,3.02,4
nyíl + ás,2,nails,n eɪ l z,3.02,4
ogat + t,2,stop,s t ɑ p,3.02,4
oly + og,2,small,s m ɔ l,3.02,4
part + on,2,want,w ɑ n t,3.02,4
pont + szám,2,point,p ɔɪ n t,3.02,4
por + tug,2,point,p ɔɪ n t,3.02,4
por + tál,2,point,p ɔɪ n t,3.02,4
prod + uc,2,played,p l eɪ d,3.02,4
rész + t,2,don't,d oʊ n t,3.02,4
segít + ő,2,shelf,ʃ ɛ l f,3.02,4
sejt + ek,2,left,l ɛ f t,3.02,4
szak + ban,2,soft,s ɑ f t,3.02,4
szer + ver,2,self,s ɛ l f,3.02,4
szov + jet,2,salt,s ɔ l t,3.02,4
száll + ó,2,still,s t ɪ l,3.02,4
tab + let,2,tops,t ɑ p s,3.02,4
talál + ja,2,told,t oʊ l d,3.02,4
talál + ó,2,told,t oʊ l d,3.02,4
tat + nak,2,lots,l ɑ t s,3.02,4
ter + jed,2,tells,t ɛ l z,3.02,4
ter + vez,2,tells,t ɛ l z,3.02,4
terv + ek,2,tells,t ɛ l z,3.02,4
tiszt + ség,2,tips,t ɪ p s,3.02,4
ug + usz,2,place,p l eɪ s,3.02,4
vess + zük,2,tells,t ɛ l z,3.02,4
vál + ó,2,world,w ɝ l d,3.02,4
é + nél,2,still,s t ɪ l,3.02,4
édes + ap,2,flesh,f l ɛ ʃ,3.02,4
ének + es,2,snake,s n eɪ k,3.02,4
a + ir,2,still,s t ɪ l,3.02,3
j]=té + k,2,yet,j ɛ t,3.04,161
j]=tá + k,2,yet,j ɛ t,3.04,154
hasz + nál,2,house,h aʊ s,3.04,94
kész + ít,2,case,k eɪ s,3.04,70
kész + ül,2,case,k eɪ s,3.04,46
vezet + ő,2,says,s ɛ z,3.04,41
tám + og,2,time,t aɪ m,3.04,35
meg + old,2,men,m ɛ n,3.04,31
ház + as,2,his,h ɪ z,3.04,28
műv + ész,2,move,m u v,3.04,28
figy + elm,2,fit,f ɪ t,3.04,24
mész + et,2,miss,m ɪ s,3.04,24
mű + vész,2,move,m u v,3.04,24
hív + ás,2,have,h æ v,3.04,23
ker + eszt,2,ken,k ɛ n,3.04,23
já + val,2,you've,j u v,3.04,22
kís + ér,2,cash,k æ ʃ,3.04,22
le + hető,2,let,l ɛ t,3.04,22
nál + at,2,nail,n eɪ l,3.04,22
en + tkez,2,end,ɛ n d,3.04,21
visel + ő,2,wish,w ɪ ʃ,3.04,21
fogy + aszt,2,fall,f ɔ l,3.04,20
szer + epl,2,said,s ɛ d,3.04,20
mutat + ó,2,might,m aɪ t,3.04,19
repül + ő,2,yep,j ɛ p,3.04,18
mód + os,2,made,m eɪ d,3.04,17
meg + erő,2,men,m ɛ n,3.04,15
harm + ad,2,hot,h ɑ t,3.04,14
mozg + ás,2,laws,l ɔ z,3.04,14
án + dék,2,and,ʌ n d,3.04,14
meg + oszt,2,men,m ɛ n,3.04,13
téz + et,2,ties,t aɪ z,3.04,13
gyűl + és,2,jail,dʒ eɪ l,3.04,12
en + ciá,2,end,ɛ n d,3.04,11
haszn + os,2,house,h aʊ s,3.04,11
indul + t,2,and,ʌ n d,3.04,11
jel + lemz,2,yet,j ɛ t,3.04,11
meg + kezd,2,men,m ɛ n,3.04,11
be + rend,2,bed,b ɛ d,3.04,10
gyógy + ít,2,judge,dʒ ʌ dʒ,3.04,10
ház + ak,2,his,h ɪ z,3.04,10
hő + mér,2,him,h ɪ m,3.04,10
kutat + ó,2,could,k ʊ d,3.04,10
kív + án,2,cave,k eɪ v,3.04,10
követ + ő,2,code,k oʊ d,3.04,10
par + ancs,2,pop,p ɑ p,3.04,10
szer + elm,2,said,s ɛ d,3.04,10
jelöl + t,2,well,w ɛ l,3.04,9
káz + at,2,'cause,k ʌ z,3.04,9
le + mond,2,them,ð ɛ m,3.04,9
mag + unk,2,mom,m ɑ m,3.04,9
mál + is,2,male,m eɪ l,3.04,9
nő + vér,2,nov,n oʊ v,3.04,9
szer + int,2,said,s ɛ d,3.04,9
száz + al,2,says,s ɛ z,3.04,9
en + zió,2,end,ɛ n d,3.04,8
figyel + t,2,fit,f ɪ t,3.04,8
fő + szer,2,face,f eɪ s,3.04,8
gyógy + ász,2,judge,dʒ ʌ dʒ,3.04,8
keres + t,2,ken,k ɛ n,3.04,8
műv + el,2,move,m u v,3.04,8
néz + ni,2,news,n u z,3.04,8
szám + ok,2,some,s ʌ m,3.04,8
táb + or,2,tube,t u b,3.04,8
tál + is,2,tell,t ɛ l,3.04,8
véd + ek,2,void,v ɔɪ d,3.04,8
önmag + á,2,owned,oʊ n d,3.04,8
csapat + á,2,top,t ɑ p,3.04,7
el + dönt,2,old,oʊ l d,3.04,7
en + cia,2,end,ɛ n d,3.04,7
fog + alm,2,fall,f ɔ l,3.04,7
gyak + ori,2,job,dʒ ɑ b,3.04,7
gyógy + ul,2,judge,dʒ ʌ dʒ,3.04,7
hason + ló,2,hot,h ɑ t,3.04,7
jelen + t,2,well,w ɛ l,3.04,7
já + tól,2,yet,j ɛ t,3.04,7
közep + é,2,those,ð oʊ z,3.04,7
műv + es,2,move,m u v,3.04,7
ném + et,2,name,n eɪ m,3.04,7
néz + ett,2,news,n u z,3.04,7
sor + rend,2,sean,ʃ ɔ n,3.04,7
tika + i,2,take,t eɪ k,3.04,7
támad + t,2,time,t aɪ m,3.04,7
véd + el,2,void,v ɔɪ d,3.04,7
bukkan + t,2,book,b ʊ k,3.04,6
ek + tron,2,x,ɛ k s,3.04,6
foly + osó,2,fall,f ɔ l,3.04,6
ged + elm,2,said,s ɛ d,3.04,6
győz + el,2,jews,dʒ u z,3.04,6
győz + őd,2,jews,dʒ u z,3.04,6
harc + os,2,hot,h ɑ t,3.04,6
haza + ér,2,was,w ɑ z,3.04,6
húz + ód,2,his,h ɪ z,3.04,6
kar + akt,2,cause,k ɑ z,3.04,6
ked + elm,2,could,k ʊ d,3.04,6
kom + ment,2,call,k ɔ l,3.04,6
lam + ent,2,lot,l ɑ t,3.04,6
lít + ott,2,lot,l ɑ t,3.04,6
nagy + ság,2,not,n ɑ t,3.04,6
par + lam,2,pop,p ɑ p,3.04,6
pil + lant,2,pick,p ɪ k,3.04,6
sad + alm,2,should,ʃ ʊ d,3.04,6
szer + ei,2,said,s ɛ d,3.04,6
szerep + é,2,said,s ɛ d,3.04,6
szív + es,2,save,s eɪ v,3.04,6
temet + ő,2,time,t aɪ m,3.04,6
tób + er,2,tube,t u b,3.04,6
visel + t,2,wish,w ɪ ʃ,3.04,6
ván + os,2,van,v æ n,3.04,6
ény + é,2,and,ʌ n d,3.04,6
be + szerz,2,yes,j ɛ s,3.04,5
bíz + ás,2,boys,b ɔɪ z,3.04,5
ból + um,2,bill,b ɪ l,3.04,5
csel + ekv,2,well,w ɛ l,3.04,5
fel + jegyz,2,fell,f ɛ l,3.04,5
gyak + orl,2,job,dʒ ɑ b,3.04,5
hasonl + ó,2,hot,h ɑ t,3.04,5
hoz + hat,2,house,h aʊ s,3.04,5
hozzá + ad,2,hall,h ɔ l,3.04,5
húz + ott,2,his,h ɪ z,3.04,5
jog + ai,2,y'all,j ɔ l,3.04,5
jé + vel,2,you've,j u v,3.04,5
kín + oz,2,can,k æ n,3.04,5
kív + ül,2,cave,k eɪ v,3.04,5
lát + om,2,lot,l ɑ t,3.04,5
láz + ad,2,lose,l u z,3.04,5
láz + at,2,lose,l u z,3.04,5
lél + et,2,lol,l ɔ l,3.04,5
ló + ban,2,lab,l æ b,3.04,5
mát + um,2,might,m aɪ t,3.04,5
mű + szer,2,miss,m ɪ s,3.04,5
műv + ek,2,move,m u v,3.04,5
nar + ancs,2,not,n ɑ t,3.04,5
nép + es,2,nope,n oʊ p,3.04,5
sor + ban,2,sean,ʃ ɔ n,3.04,5
szava + i,2,save,s eɪ v,3.04,5
szerel + t,2,said,s ɛ d,3.04,5
szerel + ő,2,said,s ɛ d,3.04,5
szív + em,2,save,s eɪ v,3.04,5
tete + jé,2,get,g ɛ t,3.04,5
témá + k,2,time,t aɪ m,3.04,5
ván + ít,2,van,v æ n,3.04,5
ány + á,2,and,ʌ n d,3.04,5
ék + szer,2,x,ɛ k s,3.04,5
be + jegyz,2,bed,b ɛ d,3.04,4
be + ruhá,2,bed,b ɛ d,3.04,4
bú + tor,2,but,b ʌ t,3.04,4
dobog + ó,2,dog,d ɔ g,3.04,4
dék + oz,2,dick,d ɪ k,3.04,4
dél + ut,2,deal,d i l,3.04,4
ek + trom,2,x,ɛ k s,3.04,4
figyel + ő,2,fit,f ɪ t,3.04,4
gal + ax,2,doll,d ɑ l,3.04,4
hagy + hat,2,watch,w ɑ tʃ,3.04,4
hazá + nk,2,was,w ɑ z,3.04,4
hor + gász,2,hall,h ɔ l,3.04,4
ház + at,2,his,h ɪ z,3.04,4
hív + ott,2,have,h æ v,3.04,4
húz + ni,2,his,h ɪ z,3.04,4
in + tkez,2,ain't,eɪ n t,3.04,4
indul + ó,2,and,ʌ n d,3.04,4
kezel + ő,2,says,s ɛ z,3.04,4
ki + fejt,2,king,k ɪ ŋ,3.04,4
kávé + z,2,cave,k eɪ v,3.04,4
kéz + ik,2,'cause,k ʌ z,3.04,4
közöl + t,2,those,ð oʊ z,3.04,4
láb + ak,2,lab,l æ b,3.04,4
mek + ei,2,make,m eɪ k,3.04,4
mos + olyg,2,mall,m ɔ l,3.04,4
mozg + at,2,laws,l ɔ z,3.04,4
mutat + ja,2,might,m aɪ t,3.04,4
mész + ár,2,miss,m ɪ s,3.04,4
mód + ot,2,made,m eɪ d,3.04,4
műv + et,2,move,m u v,3.04,4
nedv + es,2,said,s ɛ d,3.04,4
nő + nek,2,known,n oʊ n,3.04,4
par + aszt,2,pop,p ɑ p,3.04,4
rabol + t,2,job,dʒ ɑ b,3.04,4
rad + alm,2,god,g ɑ d,3.04,4
sereg + é,2,shell,ʃ ɛ l,3.04,4
sor + ai,2,sean,ʃ ɔ n,3.04,4
szeret + ő,2,said,s ɛ d,3.04,4
szigor + ú,2,sit,s ɪ t,3.04,4
szomor + ú,2,some,s ʌ m,3.04,4
tus + ban,2,took,t ʊ k,3.04,4
tít + ott,2,taught,t ɔ t,3.04,4
tűn + ik,2,turn,t ɝ n,3.04,4
vez + mény,2,says,s ɛ z,3.04,4
ván + ul,2,van,v æ n,3.04,4
véd + ett,2,void,v ɔɪ d,3.04,4
vész + ek,2,voice,v ɔɪ s,3.04,4
was + hin,2,wash,w ɑ ʃ,3.04,4
áld + ás,2,old,oʊ l d,3.04,4
án + túl,2,ain't,eɪ n t,3.04,4
pszic + hol,2,please,p l i z,3.057,5
ség + e,2,shots,ʃ ɑ t s,3.07,60
mény + ek,2,mind,m aɪ n d,3.07,30
ít + ve,2,still,s t ɪ l,3.07,14
jé + re,2,yield,j i l d,3.07,8
mény + ez,2,mind,m aɪ n d,3.07,7
nő + je,2,notes,n oʊ t s,3.07,7
elem + ek,2,claim,k l eɪ m,3.07,6
fény + es,2,find,f aɪ n d,3.07,6
mény + es,2,mind,m aɪ n d,3.07,6
té + ve,2,told,t oʊ l d,3.07,6
tény + ek,2,turned,t ɝ n d,3.07,6
tény + ez,2,turned,t ɝ n d,3.07,6
vér + e,2,votes,v oʊ t s,3.07,6
szőny + eg,2,sent,s ɛ n t,3.07,5
elem + mel,2,flesh,f l ɛ ʃ,3.07,4
eset + ek,2,sweat,s w ɛ t,3.07,4
jé + be,2,yield,j i l d,3.07,4
lény + ek,2,land,l æ n d,3.07,4
vé + ve,2,votes,v oʊ t s,3.07,4
át + ve,2,still,s t ɪ l,3.07,4
szük + ség,2,looks,l ʊ k s,3.083,22
gyors + abb,2,jokes,dʒ oʊ k s,3.083,5
gyors + ul,2,jokes,dʒ oʊ k s,3.083,5
nor + mál,2,notes,n oʊ t s,3.083,5
gyors + ít,2,jokes,dʒ oʊ k s,3.083,4
ei + vel,2,steve,s t i v,3.107,10
brüs + szel,2,blues,b l u z,3.107,4
össze + szed,2,bless,b l ɛ s,3.12,5
össze + tev,2,sweat,s w ɛ t,3.12,5
csop + ort,2,hope,h oʊ p,3.123,35
an + csnok,2,and,ʌ n d,3.123,12
gyüm + ölcs,2,jim,dʒ ɪ m,3.123,11
szüle + i,2,full,f ʊ l,3.123,10
olvas + ó,2,old,oʊ l d,3.123,8
füg + geszt,2,full,f ʊ l,3.123,6
füg + gvény,2,full,f ʊ l,3.123,5
olvas + t,2,old,oʊ l d,3.123,5
an + cia,2,and,ʌ n d,3.123,4
jai + ra,2,young,j ʌ ŋ,3.123,4
ol + ható,2,old,oʊ l d,3.123,4
roml + ott,2,home,h oʊ m,3.123,4
zavar + t,2,love,l ʌ v,3.123,4
el + rabol,2,club,k l ʌ b,3.132,5
ás + ai,2,blocks,b l ɑ k s,3.16,38
és + ei,2,spent,s p ɛ n t,3.16,26
ít + mény,2,states,s t eɪ t s,3.16,23
ít + vány,2,states,s t eɪ t s,3.16,18
ér + zék,2,blank,b l æ ŋ k,3.16,17
ér + ték,2,blank,b l æ ŋ k,3.16,14
számít + ó,2,spent,s p ɛ n t,3.16,13
tér + és,2,tweets,t w i t s,3.16,13
bőv + ít,2,spent,s p ɛ n t,3.16,11
kér + és,2,clips,k l ɪ p s,3.16,11
száll + ás,2,states,s t eɪ t s,3.16,11
ide + jé,2,spent,s p ɛ n t,3.16,9
ogat + ás,2,spots,s p ɑ t s,3.16,9
ség + ük,2,blank,b l æ ŋ k,3.16,9
ül + mény,2,plant,p l æ n t,3.16,9
pály + áz,2,schools,s k u l z,3.16,8
áb + ráz,2,schools,s k u l z,3.16,8
tő + ség,2,tweets,t w i t s,3.16,7
ígér + t,2,spent,s p ɛ n t,3.16,7
rá + néz,2,schools,s k u l z,3.16,5
szám + lál,2,schools,s k u l z,3.16,5
trál + t,2,schools,s k u l z,3.16,5
utal + ás,2,stops,s t ɑ p s,3.16,5
ény + ei,2,spent,s p ɛ n t,3.16,5
búcsú + z,2,schools,s k u l z,3.16,4
bőv + ül,2,blind,b l aɪ n d,3.16,4
fér + és,2,flights,f l aɪ t s,3.16,4
férj + é,2,flights,f l aɪ t s,3.16,4
kár + pát,2,clips,k l ɪ p s,3.16,4
lywo + od,2,stand,s t æ n d,3.16,4
pályá + k,2,plant,p l æ n t,3.16,4
pályá + s,2,plant,p l æ n t,3.16,4
tár + ás,2,tweets,t w i t s,3.16,4
társ + á,2,tweets,t w i t s,3.16,4
túrá + t,2,spent,s p ɛ n t,3.16,4
állít + ó,2,states,s t eɪ t s,3.16,4
ály + ai,2,blocks,b l ɑ k s,3.16,4
év + ei,2,spent,s p ɛ n t,3.16,4
ügy + ei,2,spent,s p ɛ n t,3.16,4
j]=ot + tá,2,small,s m ɔ l,3.17,62
vallá + s,2,want,w ɑ n t,3.17,12
ger + ész,2,left,l ɛ f t,3.17,9
var + ázs,2,want,w ɑ n t,3.17,8
ciá + t,2,think,θ ɪ ŋ k,3.17,7
ció + s,2,think,θ ɪ ŋ k,3.17,7
j]=öt + té,2,close,k l oʊ s,3.17,7
ruhá + z,2,looks,l ʊ k s,3.17,7
ver + és,2,left,l ɛ f t,3.17,7
ci + ál,2,think,θ ɪ ŋ k,3.17,6
ciá + k,2,think,θ ɪ ŋ k,3.17,6
ció + t,2,think,θ ɪ ŋ k,3.17,5
ció + k,2,think,θ ɪ ŋ k,3.17,4
rev + ét,2,left,l ɛ f t,3.17,4
vegy + ül,2,left,l ɛ f t,3.17,4
vizs + gál,2,his,h ɪ z,3.19,37
ség + et,2,spent,s p ɛ n t,3.2,61
ség + ek,2,blank,b l æ ŋ k,3.2,56
vég + ez,2,schools,s k u l z,3.2,31
ér + let,2,spent,s p ɛ n t,3.2,16
el + táv,2,plant,p l æ n t,3.2,13
elő + kész,2,blocks,b l ɑ k s,3.2,13
el + mél,2,plant,p l æ n t,3.2,12
el + tér,2,plant,p l æ n t,3.2,12
el + vál,2,plant,p l æ n t,3.2,12
